Serial,Rank,Word,Type,Emotion
2061,2,管用,Vi,NONE
2061,2,髒兮兮,Vi,NONE
2061,2,洗手,Vi,NONE
2061,2,忍,Vt,NONE
2061,2,電蚊香,N,NONE
2062,2,馬桶蓋,N,NONE
2062,2,損壞,Vt,NEGATIVE
2062,2,漆面,N,NONE
2062,2,癱瘓,Vi,NEGATIVE
2063,2,心痛,Vi,NEGATIVE
2064,2,比例,N,NONE
2064,2,不成,Vi,NEGATIVE
2065,2,告,Vt,POSITIVE
2065,2,打馬虎眼,Vi,NONE
2065,2,為由,Vi,NONE
2065,2,侄子,N,NONE
2065,2,洗衣費,N,NONE
2066,2,餐費,N,NONE
2066,2,加多,Vi,NONE
2068,2,市價,N,NONE
2068,2,頭一天,N,NONE
2069,2,愛國,Vi,POSITIVE
2069,2,冒出,Vt,POSITIVE
2069,2,妄圖,Vt,POSITIVE
2069,2,鏡頭,N,NONE
2069,2,住華旗,N,NONE
2069,2,腦袋,N,NONE
2069,2,教育,N,NONE
2069,2,勁,N,NONE
2069,2,苦思,Vt,POSITIVE
2069,2,搖,Vt,NONE
2069,2,企圖,N,NEGATIVE
2069,2,憶,Vt,NONE
2069,2,捲曲,Vi,NONE
2069,2,搖到,Vt,NONE
2069,2,雞生蛋,N,NONE
2069,2,斑駁,Vi,NEGATIVE
2069,2,典故,N,NONE
2069,2,未果,Vi,NEGATIVE
2069,2,主義,N,NONE
2069,2,一角,N,NONE
2070,2,貨,N,NONE
2070,2,黑店,N,NEGATIVE
2070,2,衛星,N,NONE
2070,2,色彩,N,NONE
2070,2,林立,Vi,NONE
2070,2,斬人,N,NONE
2070,2,簽字,Vi,NONE
2070,2,差價,N,NONE
2070,2,防,Vt,NONE
2070,2,報銷,Vt,NONE
2070,2,斬,Vt,NONE
2070,2,理解為,Vt,NONE
2070,2,挨斬,Vi,NONE
2070,2,無名,A,NEGATIVE
2071,2,整理好,Vt,NONE
2071,2,草草,ADV,NONE
2071,2,撤單,N,NONE
2071,2,渠道,N,NONE
2071,2,必須,ADV,NEGATIVE
2071,2,甚,ADV,NONE
2071,2,皺巴巴,Vi,NONE
2072,2,臭豆腐,N,NONE
2072,2,簽單,N,NONE
2072,2,硬是,ADV,NEGATIVE
2072,2,打來,Vt,NONE
2072,2,突然,ADV,NEGATIVE
2072,2,暫且,ADV,NONE
2072,2,配不上,Vt,NONE
2073,2,老四星,N,NONE
2074,2,語言,N,NONE
2074,2,表達,Vt,NONE
2074,2,聲譽,N,POSITIVE
2076,2,麻將,N,NONE
2077,2,鼾聲,N,NEGATIVE
2077,2,聽得到,Vt,NONE
2077,2,院牆,N,NONE
2078,2,頂多,ADV,NONE
2079,2,教訓,N,NEGATIVE
2079,2,慘痛,Vi,NEGATIVE
2079,2,太陽神,N,NONE
2081,2,承擔,Vt,POSITIVE
2081,2,願,Vt,NONE
2081,2,轉告,Vt,NONE
2081,2,值班,Vi,NONE
2081,2,房錢,N,NONE
2081,2,義務,N,POSITIVE
2081,2,你我,N,NONE
2081,2,保密,Vi,POSITIVE
2081,2,管好,Vt,NONE
2081,2,2006年,N,NONE
2084,2,欠佳,Vi,NEGATIVE
2084,2,理會,Vt,POSITIVE
2084,2,殘舊,N,NONE
2084,2,讚美,Vt,POSITIVE
2084,2,笑容可掬,Vi,POSITIVE
2086,2,興亞,N,NONE
2086,2,連四星,N,NONE
2086,2,02月,N,NONE
2086,2,建國,Vi,NONE
2086,2,裂縫,N,NEGATIVE
2089,2,失靈,Vi,NEGATIVE
2089,2,形成,Vt,POSITIVE
2089,2,事實,N,POSITIVE
2089,2,省會,N,NONE
2089,2,延住,Vt,NONE
2089,2,振,Vi,NONE
2089,2,搬出,Vt,POSITIVE
2089,2,世貿,N,NONE
2089,2,縣,N,NONE
2089,2,華庭,N,NONE
2090,2,圓球,N,NONE
2090,2,櫃子,N,NONE
2090,2,冬至,N,NONE
2090,2,寒意,N,NONE
2090,2,黑色,N,NEGATIVE
2090,2,走出來,Vi,NONE
2090,2,渾身,N,NONE
2090,2,盯,Vt,NONE
2090,2,這天,N,NONE
2090,2,燈罩,N,NONE
2091,2,滿意度,N,NONE
2093,2,曖昧,Vi,NEGATIVE
2093,2,卡啦,ADV,NONE
2095,2,可見一斑,Vi,POSITIVE
2095,2,賺,Vt,NONE
2095,2,喪失,Vt,NEGATIVE
2095,2,久久,ADV,NONE
2095,2,卡打,Vt,NONE
2095,2,昨晚,N,NONE
2095,2,著火,Vi,NEGATIVE
2095,2,中文,N,NONE
2095,2,理直氣壯,Vi,POSITIVE
2095,2,號碼,N,NONE
2095,2,不可思議,Vi,NONE
2095,2,試撥,Vt,NONE
2095,2,從小,ADV,NONE
2095,2,遮羞布,N,NONE
2095,2,斑斑,Vi,NONE
2095,2,傳來,Vt,POSITIVE
2095,2,抬,Vt,NONE
2095,2,網通,N,NONE
2095,2,日曆,N,NONE
2095,2,眼,N,NONE
2095,2,空號,N,NONE
2095,2,盜,Vt,NONE
2095,2,出國,Vi,NONE
2095,2,油跡,N,NONE
2095,2,23時,N,NONE
2095,2,浴簾比,N,NONE
2098,2,奇,ADV,NONE
2098,2,無比,Vi,POSITIVE
2099,2,東北,N,NONE
2099,2,看似,Vt,POSITIVE
2099,2,拉到,Vt,POSITIVE
2099,2,描述,Vt,NONE
2099,2,進到,Vt,NONE
2099,2,買不到,Vt,NONE
2099,2,磕,Vt,NONE
2101,2,玻璃窗,N,NONE
2101,2,指南,N,NONE
2101,2,光不,N,NONE
2101,2,特貴,N,NONE
2101,2,采,N,NONE
2101,2,房客,N,NONE
2101,2,找來,Vt,NONE
2101,2,明明白白,Vi,POSITIVE
2101,2,租出去,Vt,NONE
2104,2,待,Vt,NONE
2104,2,冰涼,Vi,NONE
2104,2,手腳,N,NONE
2104,2,變更,Vt,POSITIVE
2106,2,講好,Vt,NONE
2106,2,趕走,Vt,NEGATIVE
2106,2,差勁,Vi,NEGATIVE
2106,2,堅決,Vi,POSITIVE
2106,2,故意,Vt,NEGATIVE
2108,2,名譽,N,POSITIVE
2108,2,公佈,Vt,POSITIVE
2108,2,登入,Vt,NONE
2108,2,作出,Vt,NONE
2108,2,處罰,N,NEGATIVE
2108,2,名不副實,Vi,NEGATIVE
2108,2,污垢,N,NEGATIVE
2108,2,屆時,ADV,NONE
2108,2,緊急,Vi,NEGATIVE
2109,2,小2,N,NONE
2109,2,遠離,Vt,NEGATIVE
2110,2,准二星,N,NONE
2110,2,室外,N,NONE
2110,2,中央調,N,NONE
2111,2,東路,N,NONE
2111,2,給出,Vt,NONE
2111,2,潯陽,N,NONE
2111,2,潯陽路,N,NONE
2112,2,南開,N,NONE
2112,2,樓房,N,NONE
2113,2,天宇,N,NONE
2113,2,消耗品,N,NONE
2114,2,通道,N,NONE
2114,2,容下,Vt,NONE
2114,2,漫出,Vt,NONE
2114,2,白送,Vt,NONE
2114,2,大刀,N,NONE
2114,2,砍,Vt,NONE
2116,2,驚醒,Vt,NEGATIVE
2116,2,癢,Vi,NONE
2116,2,酒鬼,N,NEGATIVE
2116,2,聽見,Vt,NONE
2123,2,立馬騷癢,Vi,NONE
2123,2,屁股,N,NEGATIVE
2123,2,定價,N,NONE
2123,2,保,Vt,NONE
2123,2,數量,N,NONE
2123,2,消退,Vi,POSITIVE
2123,2,前天,N,NONE
2123,2,準吃,Vt,NONE
2124,2,著店,N,NONE
2124,2,不著村,N,NONE
2124,2,準星級,N,NONE
2124,2,曰,Vt,NONE
2124,2,涵江區打車,N,NONE
2124,2,亂爬,Vt,NONE
2126,2,忍住,Vt,NEGATIVE
2126,2,掉落,Vt,NONE
2126,2,經理室,N,NONE
2126,2,發暈,Vi,NONE
2126,2,值班室,N,NONE
2126,2,袋子,N,NONE
2126,2,熱烈,Vi,POSITIVE
2126,2,巡視,Vt,NONE
2126,2,結完帳,N,NONE
2126,2,力氣,N,NONE
2126,2,限度,N,NEGATIVE
2126,2,頭痛,Vi,NEGATIVE
2126,2,震響,Vt,NONE
2126,2,隔壁人,N,NONE
2126,2,手提袋,N,NONE
2126,2,震驚,Vt,NEGATIVE
2126,2,雨季,N,NONE
2126,2,皮,N,NONE
2126,2,手袋,N,NONE
2126,2,繼而,ADV,NONE
2126,2,我人,N,NONE
2126,2,灰,Vi,NONE
2126,2,波斯特,N,NONE
2126,2,鼻子,N,NONE
2127,2,氣死,Vt,NEGATIVE
2127,2,連聲,ADV,NONE
2127,2,找錢,Vi,NONE
2127,2,淋巴,N,NONE
2127,2,跟本,N,NONE
2127,2,送完,Vt,NONE
2128,2,大半天,N,NONE
2129,2,濫,A,NONE
2129,2,80年代,N,NONE
2131,2,古鎮,N,NONE
2131,2,苟同,Vt,NONE
2131,2,產生,Vt,POSITIVE
2131,2,開進去,Vt,NONE
2134,2,肯借,Vt,NONE
2134,2,高原,N,NONE
2134,2,軍,N,NONE
2134,2,拖把,N,NONE
2134,2,考,Vt,NONE
2134,2,肯,Vt,NONE
2134,2,傳真,N,NONE
2134,2,總而言之,ADV,NONE
2134,2,積雪,N,NONE
2134,2,幹什麼,Vi,NONE
2134,2,傲慢,Vi,NEGATIVE
2134,2,凍,Vt,NONE
2134,2,剩,Vt,NONE
2134,2,天壤之別,N,NEGATIVE
2134,2,受罪,Vi,NONE
2134,2,抬頭,Vi,POSITIVE
2134,2,車子,N,NONE
2134,2,敲,Vt,NONE
2134,2,這一來,ADV,NONE
2134,2,建塘,N,NONE
2134,2,大衣,N,NONE
2134,2,莫名其妙,Vi,NEGATIVE
2134,2,下雪,Vi,NONE
2135,2,屁股處,N,NONE
2135,2,劣質貨,N,NONE
2135,2,凹陷,Vi,NEGATIVE
2136,2,出站口處,N,NONE
2136,2,抽水馬桶,N,NONE
2136,2,暴,Vi,NONE
2136,2,鐵路局,N,NONE
2136,2,扇壞,N,NONE
2136,2,脾氣,N,NEGATIVE
2136,2,感情,N,NONE
2137,2,交費,N,NONE
2137,2,小宰,N,NONE
2138,2,鐵軌,N,NONE
2138,2,汽笛聲,N,NONE
2139,2,牌取電,N,NONE
2139,2,攤子,N,NONE
2139,2,之多,Vi,NONE
2139,2,靠背,N,NONE
2139,2,軟墊,N,NONE
2139,2,加以,ADV,NONE
2139,2,痕跡,N,NONE
2139,2,水質,N,NONE
2139,2,黃河,N,NONE
2139,2,門插,Vt,NONE
2139,2,空,N,NONE
2139,2,斷電,Vi,NONE
2144,2,讓給,Vt,NONE
2144,2,推三阻四,Vi,NONE
2144,2,滲水,Vi,NONE
2144,2,痕蹟,N,NONE
2144,2,看機,N,NONE
2144,2,沒有用,Vi,NEGATIVE
2144,2,綵光,N,NONE
2144,2,掛上去,Vt,NONE
2144,2,浴簾,N,NONE
2146,2,暈死,Vi,NONE
2147,2,巨,Vi,NONE
2148,2,有趣,Vi,POSITIVE
2148,2,囧,Vi,NONE
2148,2,減,Vt,NONE
2149,2,國有,A,NONE
2149,2,儲蓄,N,NONE
2149,2,當成,Vt,POSITIVE
2149,2,狂,Vi,NONE
2151,2,港灣,N,NONE
2151,2,商家,N,NONE
2151,2,並排,Vi,NONE
2151,2,馬哥孛羅,N,NONE
2151,2,美元,N,NONE
2151,2,持,Vt,NONE
2151,2,雙幣,N,NONE
2153,2,親,Vi,NONE
2153,2,叫到,Vt,NONE
2153,2,不停,Vi,NONE
2153,2,機房,N,NONE
2153,2,霉,N,NONE
2153,2,祖國,N,NONE
2153,2,轟炸機,N,NONE
2153,2,兩樣,Vi,NONE
2153,2,爹,N,NONE
2153,2,瀰漫,Vi,NEGATIVE
2153,2,洋鬼子,N,NEGATIVE
2153,2,盤旋,Vi,NONE
2153,2,蹩腳,Vi,NEGATIVE
2154,2,二十分鐘,N,NONE
2154,2,機場線,N,NONE
2155,2,上網卡,N,NONE
2155,2,騙,Vt,NONE
2155,2,大陸人,N,NONE
2155,2,河邊,N,NONE
2158,2,冰冷,Vi,NONE
2158,2,打熱,N,NONE
2158,2,饅頭,N,NONE
2158,2,笑,Vi,NONE
2159,2,明奇秒,N,NONE
2159,2,素養,N,NONE
2159,2,接線,Vi,NONE
2159,2,莫明,N,NEGATIVE
2159,2,安穩,Vi,POSITIVE
2161,2,黑黑,Vi,NONE
2161,2,自欺欺人,Vi,NEGATIVE
2161,2,安分,Vi,NONE
2161,2,軒尼詩道,N,NONE
2161,2,高額,N,POSITIVE
2161,2,華美粵海,N,NONE
2161,2,奇妙,Vi,POSITIVE
2161,2,驚嚇,Vt,NEGATIVE
2161,2,呃,ADV,NONE
2161,2,飽受,Vt,NEGATIVE
2161,2,轉到,Vt,NONE
2161,2,連點,N,NONE
2161,2,閉,Vt,NONE
2161,2,臭臉,N,NEGATIVE
2161,2,樂園,N,POSITIVE
2161,2,心頭,N,NONE
2161,2,睜,Vt,NONE
2161,2,國語,N,NONE
2161,2,倉促,Vi,NONE
2161,2,評語,N,NONE
2161,2,繞道,Vi,NONE
2162,2,女人,N,NONE
2162,2,雙腳,N,NONE
2162,2,年代,N,NONE
2162,2,精神抖擻,Vi,NONE
2162,2,鬆,Vt,NONE
2162,2,要緊,Vi,POSITIVE
2162,2,小刀,N,NONE
2162,2,酸痛,Vi,NONE
2162,2,裡間,N,NONE
2162,2,放上去,Vi,NONE
2162,2,門簾,N,NONE
2162,2,一帶,N,NONE
2162,2,執意,Vt,NEGATIVE
2162,2,撬,Vt,NONE
2162,2,塞住,Vt,NONE
2162,2,長久,Vi,NONE
2162,2,動作,N,NONE
2162,2,愣,Vi,NONE
2162,2,寫明,Vt,POSITIVE
2162,2,塞子,N,NONE
2162,2,1有,Vt,NONE
2162,2,許留山歇,N,NONE
2162,2,還不是,ADV,NONE
2162,2,歇,Vi,NONE
2162,2,弄壞,Vt,NEGATIVE
2162,2,掉下來,Vi,NONE
2162,2,可就,ADV,NONE
2162,2,坦蕩,Vi,NONE
2163,2,連貫,Vt,POSITIVE
2163,2,象紙,N,NONE
2163,2,席夢思床,N,NONE
2163,2,鋪,N,NONE
2163,2,不平,Vi,NEGATIVE
2163,2,浴巾,N,NONE
2163,2,行李桌,N,NONE
2163,2,磨損,Vt,NEGATIVE
2163,2,滾,Vi,NONE
2163,2,躺下,Vi,NONE
2163,2,一氣呵成,Vi,NONE
2163,2,致電,Vt,NONE
2164,2,不全,Vi,NEGATIVE
2164,2,三合一,Vi,NONE
2164,2,洗手液,N,NONE
2164,2,十字路口,N,NONE
2164,2,無故,ADV,NONE
2164,2,車呼,N,NONE
2164,2,掛斷,Vt,NONE
2164,2,沐浴液,N,NONE
2164,2,洗髮液,N,NONE
2165,2,服,Vt,NONE
2165,2,臥具,N,NONE
2166,2,溫州,N,NONE
2166,2,陳年,A,NONE
2166,2,國企,N,NONE
2166,2,動靜,N,NONE
2166,2,校,N,NONE
2167,2,同伴,N,NONE
2167,2,絕不,ADV,NEGATIVE
2167,2,下文,N,NONE
2167,2,背後,N,NONE
2167,2,雄偉,Vi,POSITIVE
2167,2,損害,Vt,NEGATIVE
2167,2,嚴厲,Vi,NEGATIVE
2167,2,分為,Vt,NONE
2167,2,狠,Vi,NONE
2167,2,整頓,Vt,POSITIVE
2167,2,分開,Vt,NEGATIVE
2168,2,車流,N,NONE
2168,2,心急,Vi,NEGATIVE
2168,2,密集,Vi,NONE
2169,2,曲折,Vi,NEGATIVE
2169,2,圖,Vt,NONE
2169,2,陰暗,Vi,NEGATIVE
2169,2,偽,A,NONE
2169,2,時期,N,NONE
2169,2,苛求,Vt,NEGATIVE
2169,2,新樓,N,NONE
2169,2,文物,N,NONE
2170,2,活人,N,NONE
2170,2,掛房帳,N,NONE
2170,2,急死,Vi,NONE
2170,2,房頂,N,NONE
2171,2,成漢庭,N,NONE
2171,2,鏈,N,NONE
2171,2,翻修,Vt,NEGATIVE
2171,2,保險,N,NONE
2174,2,屢屢,ADV,NEGATIVE
2174,2,出錯,Vi,NEGATIVE
2175,2,順德,N,NONE
2175,2,隨身,ADV,NONE
2175,2,枕邊,N,NONE
2175,2,跑上跑下,Vi,NONE
2175,2,香水,N,NONE
2175,2,門窗,N,NONE
2175,2,登門,Vi,NONE
2175,2,姐姐,N,NONE
2175,2,不可能,ADV,NEGATIVE
2175,2,進房,N,NONE
2175,2,濃,Vi,NONE
2175,2,對不住,Vt,NONE
2175,2,大打折扣,Vi,NEGATIVE
2175,2,沒人,N,NEGATIVE
2175,2,反感,Vi,NEGATIVE
2177,2,秉承,Vt,POSITIVE
2177,2,錦,N,NONE
2178,2,時時,ADV,NONE
2179,2,涼菜,N,NONE
2179,2,頂頭,N,NONE
2179,2,撤餐,N,NONE
2179,2,鹹菜,N,NONE
2179,2,熱菜,N,NONE
2179,2,民族路,N,NONE
2180,2,性病,N,NONE
2180,2,傳染,Vt,NEGATIVE
2180,2,大小便,Vi,NEGATIVE
2180,2,換掉,Vt,NONE
2181,2,亂糟糟,Vi,NONE
2183,2,確切,Vi,POSITIVE
2183,2,瘋狂,Vi,NEGATIVE
2183,2,遙控器,N,NONE
2183,2,龍城,N,NONE
2184,2,轉來轉去,Vi,NONE
2186,2,袋,N,NONE
2186,2,觀音橋,N,NONE
2186,2,開錯,Vt,NONE
2186,2,開好,Vt,NONE
2186,2,十來分鐘,N,NONE
2186,2,開成,Vt,POSITIVE
2188,2,老頭,N,NONE
2189,2,少見,Vi,NEGATIVE
2189,2,飯店界,N,NONE
2189,2,信用,N,POSITIVE
2189,2,付錢,Vi,NONE
2189,2,收押,Vt,NEGATIVE
2189,2,觀念,N,POSITIVE
2190,2,十年,N,NONE
2190,2,櫃門,N,NONE
2190,2,控制台,N,NONE
2190,2,撲鼻,Vi,NONE
2190,2,風險,N,NEGATIVE
2190,2,衣帽櫃,N,NONE
2190,2,空地,N,NONE
2190,2,貿然,ADV,NEGATIVE
2190,2,木製,A,NONE
2190,2,預定員,N,NONE
2190,2,急於,Vt,NEGATIVE
2190,2,塵土,N,NONE
2190,2,舉動,N,NONE
2190,2,關閉,Vt,NEGATIVE
2190,2,蜘蛛網,N,NONE
2190,2,飲料瓶,N,NONE
2191,2,排煙道,N,NONE
2191,2,躁,Vi,NONE
2191,2,不像話,Vi,NEGATIVE
2191,2,6時,N,NONE
2191,2,推委,N,NONE
2191,2,隱瞞,Vt,NEGATIVE
2192,2,漏風,Vi,NONE
2192,2,其次,Vi,NONE
2192,2,被臥,N,NONE
2193,2,反映給,Vt,NONE
2193,2,外線,N,NONE
2193,2,計入房費,N,NONE
2193,2,供應,Vt,POSITIVE
2193,2,上級,N,NONE
2194,2,桌椅,N,NONE
2194,2,南戴河,N,NONE
2195,2,門牙,N,NONE
2195,2,牙齒,N,NONE
2195,2,賠償,N,NEGATIVE
2195,2,拒不,ADV,NEGATIVE
2195,2,奈,Vt,NONE
2195,2,衝涼,Vi,NONE
2195,2,地上,N,NONE
2195,2,怎,ADV,NONE
2195,2,摔倒,Vi,NEGATIVE
2195,2,防滑墊,N,NONE
2196,2,不清菜,N,NONE
2197,2,殼兒,N,NONE
2197,2,傷心,Vi,NEGATIVE
2197,2,忽悠,Vi,NONE
2197,2,店名,N,NONE
2197,2,旅館,N,NONE
2197,2,黑暗,N,NEGATIVE
2198,2,髒髒,Vi,NONE
2198,2,飲水機,N,NONE
2198,2,救生門,N,NONE
2198,2,改建,Vt,NONE
2198,2,鐵製,A,NONE
2201,2,連沙拉,N,NONE
2202,2,快捷式,N,NONE
2204,2,新舊,N,NONE
2204,2,逐步,ADV,POSITIVE
2205,2,泰山石,N,NONE
2205,2,山景水景,N,NONE
2205,2,賞,Vt,NONE
2205,2,色,N,NONE
2205,2,臉盆,N,NONE
2205,2,忙不過來,Vi,NEGATIVE
2205,2,滄桑,Vi,NEGATIVE
2205,2,流淚,Vi,NEGATIVE
2205,2,黃河水,N,NONE
2205,2,濃茶,N,NONE
2205,2,俯首,ADV,NONE
2206,2,提箱,N,NONE
2206,2,左傳,N,NONE
2206,2,右轉,Vi,NONE
2206,2,叫出,Vt,NONE
2206,2,主人,N,NONE
2206,2,蒼天,N,NONE
2206,2,崇洋,Vi,NONE
2206,2,媚外,Vi,NONE
2206,2,狗,N,NONE
2207,2,三和板,N,NONE
2207,2,傳音,N,NONE
2208,2,而後,ADV,NONE
2208,2,暈八素,N,NONE
2208,2,特大,Vi,POSITIVE
2208,2,發表,Vt,NEGATIVE
2208,2,直犯暈,N,NONE
2208,2,東都,N,NONE
2208,2,破口大罵,Vt,NEGATIVE
2208,2,模仿,Vt,NONE
2208,2,拄,Vt,NONE
2208,2,純屬,Vt,NONE
2208,2,懵,Vt,NONE
2208,2,僥倖,Vi,NEGATIVE
2208,2,一鼓作氣,Vi,POSITIVE
2208,2,架勢,N,NONE
2208,2,觀點,N,NONE
2208,2,當兵,Vi,NONE
2209,2,武定路,N,NONE
2209,2,催促,Vt,NEGATIVE
2209,2,黃色,N,NONE
2209,2,漂白,Vi,NEGATIVE
2209,2,整理,Vt,NONE
2209,2,辦成,Vt,NONE
2211,2,開脫,Vt,NEGATIVE
2211,2,進不了,Vt,NONE
2211,2,卡在,Vt,NEGATIVE
2211,2,幹嘛,Vi,NONE
2211,2,刮鬍刀,N,NONE
2211,2,鎖門,Vi,NONE
2211,2,上衣,N,NONE
2211,2,惱火,Vi,NEGATIVE
2211,2,消磁,Vi,NONE
2212,2,搔擾,Vt,NONE
2219,2,留戀,Vt,POSITIVE
2220,2,短短,Vi,NONE
2220,2,質問,Vt,NEGATIVE
2220,2,翻看,Vt,NONE
2220,2,拿下來,Vi,NONE
2220,2,密封,Vi,NONE
2220,2,拆開,Vt,NONE
2220,2,紙箱子,N,NONE
2220,2,振振有詞,Vi,POSITIVE
2220,2,值錢,Vi,POSITIVE
2223,2,完事,Vi,NONE
2223,2,蟑螂,N,NONE
2224,2,天大,A,NONE
2224,2,溜,Vi,NONE
2225,2,杜絕,Vt,NEGATIVE
2225,2,交出來,Vt,NONE
2225,2,天珠,N,NONE
2225,2,顯靈,Vi,NONE
2225,2,品德,N,NONE
2225,2,佛祖,N,NONE
2225,2,紀念,Vt,POSITIVE
2225,2,掌握,Vt,POSITIVE
2225,2,閣下,N,NONE
2225,2,佛珠,N,NONE
2228,2,罩,N,NONE
2228,2,血跡,N,NONE
2229,2,花錢,Vi,NONE
2229,2,詫異,Vt,NONE
2229,2,行為,N,NONE
2229,2,用於,Vt,NONE
2229,2,解凍,Vt,POSITIVE
2231,2,垃圾筒,N,NONE
2231,2,雲南省,N,NONE
2231,2,趕下,Vt,NONE
2231,2,蠻橫,Vi,NEGATIVE
2231,2,蒼山,N,NONE
2231,2,吃上,Vt,NONE
2231,2,丑,N,NONE
2231,2,陳設,N,NONE
2231,2,親身,ADV,NONE
2231,2,點餐,N,NONE
2231,2,轉頭,Vi,NONE
2231,2,垃圾袋,N,NONE
2231,2,坑,Vt,NONE
2231,2,三塔苑,N,NONE
2231,2,拖到,Vt,NONE
2231,2,楚雄,N,NONE
2231,2,衛生紙,N,NONE
2231,2,加油站,N,NONE
2231,2,全票,N,NONE
2231,2,票價,N,NONE
2231,2,大搖大擺,ADV,NEGATIVE
2231,2,瞭,Vi,NONE
2231,2,丟進,Vt,NONE
2231,2,票款,N,NONE
2231,2,半票,N,NONE
2231,2,快車,N,NONE
2231,2,黑漆,Vi,NONE
2231,2,旅高,N,NONE
2231,2,麗江,N,NONE
2231,2,當初,N,NONE
2232,2,沒準兒,Vi,NONE
2232,2,原地,N,NONE
2232,2,報價,Vi,NONE
2232,2,賠,Vt,NONE
2232,2,打印機,N,NONE
2232,2,側牆,N,NONE
2232,2,背,Vt,NONE
2232,2,按下,Vt,NONE
2232,2,低價團,N,NONE
2232,2,爭取到,Vt,NONE
2232,2,手柄,N,NONE
2232,2,裂開,Vi,NEGATIVE
2232,2,原話,N,NONE
2232,2,30分鐘車,N,NONE
2232,2,老總,N,NONE
2232,2,話機,N,NONE
2232,2,問道,Vt,NONE
2232,2,打印,Vt,NONE
2232,2,加倍,Vi,POSITIVE
2232,2,水單,N,NONE
2232,2,低價,N,NONE
2232,2,詳單,N,NONE
2232,2,球鎖,N,NONE
2232,2,份兒飯,N,NONE
2232,2,一小時,N,NONE
2232,2,簽約,Vi,POSITIVE
2232,2,客務部,N,NONE
2232,2,獎勵,Vt,POSITIVE
2232,2,桌餐,N,NONE
2232,2,這樣子,Vi,NONE
2232,2,數額,N,NONE
2232,2,罰,Vt,NONE
2232,2,夜遊,Vi,NONE
2233,2,水流,N,NONE
2233,2,設計好,Vt,NONE
2235,2,登封,N,NONE
2235,2,極端,ADV,NEGATIVE
2235,2,黑燈瞎火,N,NONE
2239,2,貪污,Vi,NEGATIVE
2239,2,蹤影,N,NONE
2239,2,當夜,N,NONE
2239,2,一點鐘,N,NONE
2240,2,家居,A,NONE
2240,2,飲用,Vt,NONE
2241,2,團,N,NONE
2241,2,疑似,Vt,POSITIVE
2243,2,窄小,Vi,NONE
2243,2,低檔,N,NONE
2243,2,現代化,Vt,POSITIVE
2244,2,認,Vt,NONE
2244,2,長途費,N,NONE
2244,2,弄污,Vt,NEGATIVE
2244,2,說法,N,NONE
2244,2,降到,Vt,NEGATIVE
2244,2,成本價,N,NONE
2244,2,被告,N,NEGATIVE
2244,2,強硬,Vi,NEGATIVE
2244,2,罷休,Vi,NONE
2244,2,鐘點房,N,NONE
2244,2,賠不起,Vt,NONE
2244,2,無能為力,Vi,NEGATIVE
2244,2,打給,Vt,NONE
2244,2,例假,N,NONE
2246,2,百姓,N,NONE
2246,2,點肉,N,NONE
2246,2,公安局,N,NONE
2247,2,發展,N,POSITIVE
2247,2,差強人意,Vi,NEGATIVE
2247,2,拉平,Vt,NONE
2247,2,油煙,N,NONE
2247,2,髒東西,N,NONE
2247,2,中級,N,NONE
2248,2,絕望,Vi,NEGATIVE
2249,2,升上,Vt,NONE
2249,2,升,Vt,NONE
2249,2,旅遊局,N,NONE
2249,2,評估,Vt,POSITIVE
2252,2,丟失,Vi,NEGATIVE
2252,2,托盤,N,NONE
2252,2,擔憂,Vt,NEGATIVE
2252,2,慎重,Vi,NEGATIVE
2252,2,啞巴,N,NONE
2252,2,大理石,N,NONE
2252,2,北齊,N,NONE
2252,2,黃連,N,NONE
2252,2,管家部,N,NONE
2252,2,動,Vt,NONE
2252,2,罪名,N,NEGATIVE
2252,2,搜,Vt,NONE
2252,2,莫須有,A,NONE
2252,2,聲稱,Vt,POSITIVE
2252,2,考證,Vt,NONE
2252,2,宴會,N,NONE
2252,2,無從,ADV,NEGATIVE
2252,2,臺面,N,NONE
2252,2,盡,Vi,NONE
2252,2,減少,Vt,NEGATIVE
2252,2,桃源路,N,NONE
2252,2,才能,N,POSITIVE
2252,2,出面,Vi,NONE
2252,2,房務員,N,NONE
2252,2,推卸,Vt,NEGATIVE
2252,2,方巾,N,NONE
2255,2,奇型怪狀,N,NONE
2258,2,紅色,N,NONE
2258,2,抱枕,N,NONE
2258,2,號,N,NONE
2258,2,足足,ADV,NONE
2258,2,嚴格,Vi,NEGATIVE
2258,2,把關,Vi,POSITIVE
2258,2,區塊,N,NONE
2258,2,責令,Vt,NONE
2258,2,月經,N,NONE
2258,2,人手,N,NONE
2258,2,不盡,Vi,NEGATIVE
2258,2,調配,Vt,NONE
2258,2,面貌,N,NONE
2258,2,精液,N,NONE
2258,2,附贈,Vt,NONE
2258,2,責任心,N,POSITIVE
2260,2,細菌,N,NEGATIVE
2260,2,海悅,N,NONE
2260,2,咱們,N,NONE
2260,2,3星4星,N,NONE
2260,2,貪便宜,Vi,NONE
2264,2,打領帶,Vi,NONE
2264,2,陪同,Vt,POSITIVE
2264,2,北方,N,NONE
2264,2,老幹部,N,NONE
2264,2,欺負,Vt,NEGATIVE
2264,2,逗,Vt,NONE
2264,2,住錯,Vt,NONE
2264,2,廣東話,N,NONE
2264,2,美女,N,NONE
2264,2,受氣,Vi,NEGATIVE
