Serial,Aspect,Opinion(List)
866,用品,干净_是_星级_够_很怀疑_
60,星级,
569,房间,还算_干净_
770,服务员,餐券_理_没有_很大_吃_过来_用_也没有_一看_有_非要_没有_才会_不吃_干脆把_撕_就是_就要_
271,保定,留下_最深刻_给_
817,意见,新_太高_淋浴_太低_新开业_不到位_用_入住_尤其是_都超过_换_不符合_不好_还是_
986,耳塞,是_所以说_是_是_这么差_不符_看_实际是_真的想象_平遥_宣传_看_好_住_缩水_特别好_关_才能_超豪华_都差_是_就搬家_不出_决定_说_不会_不怎么样_不上_不能_这么大_也便宜_是_不是_很多_解释_没住_亲自来_不能_掺水_排场_会_不是_挺大_调除_发出_关上_到_搬_去_不去_发疯_太适合_去_相信_不制热_
898,鬼,
966,地区,就有_正在进行_未听到_
354,遥,还会_十分方便_再次入住_林立_
664,布局,
708,大风,作响_吹_
94,信用卡,担保_就被_坑_没_
718,陈旧,没有达到_
4,窗户,也开_排气_结果临走_很大_
121,海,
301,被子,极冷_都是_调节_不灵_关掉_非常一般_再去_廉价_因此感冒_不会_只能_睡_
601,前台,
219,卡车,开来开_去_
614,设施,不想_感觉_装修_
98,反应,要_点评_砍价_会_赶上_留下_不会_补充_好像没_吃_吃_刚住完_
847,方面,要_托_还可以_送上_到位_有_免费_算有_还算_
614,头柜,很有_小_有_很不错_有_
526,右,很周到_不到_亲切_规范_有_还有_热_饱_起码能_吃_过_有_错有_让_递交_
791,积水,可能_鱼香_都要_星级_非常sick_尖椒牛_没过_只有_是_接近_
673,地段,更好_供_
745,窗帘,不知_好好把_给_都是_旧_代_携程_换过_是_该_
157,酒店,叫_没热水_没热方_不到_居然说_马上搬去_要_之前看到_是_还是_说_说_换_没有_可考芦_
569,地理,佳_在_
761,城乡,
259,酒店,如何区分_结果安排_小_说_普通_差不多大_是_安心休息_如何让_
366,楼,很大_应该_也有_
424,餐厅,较杂_
19,环境,洗澡_但是看_完_有_说_不清_本来想_还是打消_吃_没法提_
798,徐家汇,比较大_
2,手纸,再要_打_只放_入住_需要_
267,陈旧,没有达到_
526,问题,让_还有_吃_热_饱_错有_起码能_
57,18度,用_不上_
725,滑道,洗澡_大_非常光滑_很痛快_出_
745,饭店,还敢_新_代_该_都是_给_是_说_旧_是_好好把_携程_换过_不知_
829,楼,送餐_五星级_难忘_在克制_不知_会_故意让_出来_长途打回_竟让_还有_没有_道铺_最让_叫_在装修_难受_是_影响_总感觉_巨大_靠_真是_是_有_吐_用_住_
978,店方,极力要求_予以_将_开始_不满_仅仅报以_答应_就是_表示_口头道歉_
906,荷包蛋,蛮丰富_比较抵值_
388,海尔,发出_怪怪_不停_
736,地方,最好_又是_
63,人,不好_入住_睡_不告诉_非常感谢_更可气_是_反馈_
847,星,差不多_
53,办公桌,供_开_不是_很足_用_提供_喝_各取所需_用_大_既可以_直接_是_家用_烧_也可以_干_
938,路程,选择_最好_一样_还会_来_是_下次来_
370,成本,可能_影响_不小于_整夜发出_得到_住时_会_可能_希望_
248,性价比,
16,宾馆,太乱_在_到处是_享受_不知道_走动_星级_演艺场_特别_居然是_星级_不像_不如_穿_
153,饭店,同样_只需_的确是_偏高_
446,评分,一样_最差_是_
316,酒店,料理_那么差_做_
116,大众,上当_综合_看到_不好_感觉_
581,塑料,超级脏_吓_黑_到_可以_死_
534,服务员,再来_免费帮_有_帮_以后有_洗_洗_还住_
998,兰轩,珀丽_都没_才选_
51,房价,不成_有_为主_有_又说_热水机烧_入住_不要入住_订_只去_说_言下_湿_没有_是_计较_是_突然断电_上去_还可以_是_泡_很好_烧_说_导致_居然推托_建议_不要_用_便宜_弄_
444,右手,够_拿_有_至少要_着_才可_只好滴_长_出来_
769,评,不象话_竟然可以_到_睡_感觉_睡_不舒服_还有_
764,28204房,十分好_
809,入住率,付360_不舍得_早知道_别说_宝贵_也带_还高兴_提出_查房_提醒_开_意识_就可以_一走_开好_是_没有达到_正规_感谢_是_写_不包括_不会_别看_走_开放_星级_入住_早餐优惠_没有查房_试想_选择_反馈_尊敬_估计_竟然说_再想起_
523,种类,不少_去_都凉_晚_就是_太冷_
939,外国,比较合格_
160,附近,比较方便_
318,家,比较满意_一样_
38,员工,让_有_更强_
349,态度,很好_
366,通道,不干净_
625,介绍,
313,客人,需要_免费提供_使用_
93,酒店,接_截_被_之后派车_真好_给_
838,会员,就是_
107,咯,
546,服务员,不知_要_吓死_未敲门_竟直开门_有_进入_
636,中银,非常好_
523,啤酒,要_注意_带_
64,环境,不错_就是_还是不错_可以_看到_太好用_很热情_
430,丰富,
232,周边,有点乱_
859,服务员,只能_综合给_让_很热情_
662,总体,感觉_不是_最值得_很难得_可_液镜_都是_还有_赞_捡后_粗心大意把_如下_掉_入住_是_很贵_马上送回_配制_干净_间接提升_
261,价格,不会_住_差远_还贵_
528,客人,理解_能_希望_不一样_
700,人,有_
809,了,感谢_早知道_选择_也带_宝贵_尊敬_反馈_走_入住_提出_
875,抽风,就拆_连倒_还是_没洗_煲_黑黑_都有_干净_有_出来_睡_不着_还有_
432,高级,无烟_
820,服务,到_冰镇_还有_喝_坐_免费_
325,设施,最好_非常舒服_是_很讲究_
606,拱北,出发_很方便_不错_有_预定_要_太小_有_步行_吃_了解_酒店安排_有_豪华_到达_开始_没有到_送到_到_可以_很大_多够_改住_充足_
904,餐饮,顺利_欢迎_再次下榻_衷心祝_
796,边缘,是_垫狗屋_放_小_怪异_关上_曾经淹_干净_至少用_但是感觉_，_就是_至少是_晦涩_显示_打_很明显_不算_不行_没有清洗_可疑_皂泡_上去_装_相信_是_隐隐发黑_出现_住_是_白_清清楚楚_洗手_架_看_无从考究_怀疑_斑驳_感觉_一看_不是_让_是_脚线_不堪_给_开始_稍微有_低_用来_不详_又干_好听_等级_是_倒是_起_像是_只是拉开_都知道_更可怕_洗澡_整齐_蚂蚁窝_起来_
609,地下,没有直达_甚方便_
277,服务,非常好_细心周到_
89,饭店,差尽收眼底_脏乱_不愿意_吃饭_
565,酒店,感觉_找_是_还是_不专业_大_不好_甚至看到_都没有_顺_只能_有_是_有_牵_所谓_感觉_好像有_
999,房间,管_介绍_怎么说_去_单签_是_那么大_都是_是_脏_等_打到_不知道_没有_买_还没_坏_吃饭_有_要_
432,酒店,就是_放进_就是_无烟处理_无烟房间少_把_
530,管道,给_于是带_老化_搬家_
54,BUS,多少有_不方便_
168,卫生间,很干净_
817,工作,用_不符合_新_入住_经常要_不好_新开业_太低_淋浴_还是_都超过_需要_提出_换_所以慎重_尤其是_太高_住_以下_不到位_
502,宁夏,３３０元_认为_是_最差_不合理_完全感受_不到_还要_充点评_受气．补_
677,兰州,请问_问_说_也是_打_认为_还要_比较偏僻_才找到_遍_没有_可能_帮_说_加上_入住_太晚_不想_多要_竟然问_就算_最没有_不需要_受气．补_问_吃_进到_不是_都是_２楼吃_是_完全感受_要_而且找_有_到_很冷_快快退房_可能_说_〞_是_但是没有_只有_为什么要_问_开始_是_订_不要_帮忙_特奇怪_太冷_说_看_好选择_就感到_多说_不到_不合理_需_最差_充点评_服务_停_含_早餐_可以_有_〞_没有_是_问_就到_３３０元_登记_也花_说_也无能为力_太勉强_当时发现_
252,亲戚,非常不错_也入住_强力推荐_曾经感觉_
530,举目无亲,就该_乡赏_感激_铺_
406,设施,很完备_还是_
2,东西,只放_打_入住_需要_再要_
318,外国人,都一样_不舒服_还是觉得_不是_
567,长宁路,一直走_挂_小_
766,位置,不熟悉_估计_听_问_过来_就听到_翻纸_是_
414,房间,还有_当场拍死_
874,顾客,当_
622,饭店,比较方便_也无所_
631,风景,谢谢_洗澡_服务_再检查_唯一洗澡_挺好_很不错_反馈_完善_比较严重_忽冷忽热_请_现有_首先感谢_会_维护_
916,中央,怎么样_还好_很好_会_热_不知道_
305,房间,到处是_看海_太脏比三亚_不好_太多_好难吃_很晒_就是_很美_差_很进_很好_太制_
789,美食,步行_也可_到达_
181,特例,不虚传_留意_
441,吱嘎,吱嘎_太差_非常好吃_赠送_
555,设施,还行_稍有陈旧_
935,必要,那么小气_
407,价钱,环宇_不值_觉得_要_
744,城市,
205,金陵路,住_安静_在所难免_还会_很不错_有_很大_很美_不错_真正_很是_适合_取静_下次要_有_来_看_闹_有_最美_也是_
484,水管,星级_处理_干净_堵塞_早_是_还好床_很怀疑_半夜来_够_
248,建设,就有_未听到_
167,周围,被_隔壁_很快_就开工_没有_非常丰盛_在装修_吵醒_都有_稍有陈旧_没有小_也算_方便_送_不着_极差_完全睡_很棒_有_说话_还行_
445,门童,没有_到_帮助_打车_
133,，,再次将_联系_讲_反映_再次讲_交涉_退回_退回_扣款_核对_没有签单_交涉_还是被_退回_联系_应该_在等待_致电_进行_
199,走廊,再住_很脏_是_灰色_很浓_有_没有_不会_
723,三星,
764,庭院,有_深深_适合_住_
982,隔壁,爱_做_是_不会_非常佳_临_去_
253,卫生间,也小_左肩膀靠_坐_可怜_靠_
584,客房,携程_能够_是_怎么相信_不满意_希望_好好考虑_
89,苏州,花_好找_打_才找到_
999,菜,那么大_要_等_都是_没有_怎么说_买_单签_不知道_
399,脚印,冷若_一概而论_不可_
837,178元,
129,餐具,很一般_没有_没有_
97,情况,
411,软件,不会_再订_请_打出_勿打扰_不舒服_都一般_敲门_
49,质量,不能_吃_免费_是_非常好_仅咫尺_点评_住_太方便_不尝_蛮有_
222,酒店,太大_才得以_强烈要求_靠近_还是给_答应_入住_更换_安睡_
730,期间,马上下来_问_问_还叼_才下来_很臭_这么晚_必须_不好_不是_也没有_又问_不知_男_是_但到_说_就被_后来有_而且被_提醒_
937,生意,全没_
203,酒店,转_进入_也找_不到_小_还被_很远_看见_就能_违反_但到_
100,心理,不推荐_
759,天气,前来_慰问_拉肚子_发现_赠送_有_不好_让_正担心_
32,井步行街,竟然停用_寒冷_原本预定_是_相当好_就退房_是_也算_住_度过_已经停用_求证_才知道_优惠_
948,地理,不错_方便_
219,时候,去_开来开_还是_大_
334,态度,恭维_不敢_
876,晚上,不会_去_临_
673,质量,更好_供_偏低_
960,星,
60,房间,肯定是_没有_剥落_油漆_
397,四星,要求_可能_是_过高_
49,宽带,点评_不能_不尝_蛮有_住_仅咫尺_吃_是_太方便_
590,火车站,可_新_没到位_有_便宜_根本比_星级_大_携程_说_点评_携程_不上_不明白_吵闹_定_不怎么_是_携程_启用_不会_不相信_定_
198,标准,给_就是_豪华_一看_没_去_升成_
694,物有所值,
703,确认,
318,建议,早点建立_彻底解决_
53,客户,居多_
552,交通,很方便_很方便_坐_到_太贵_
185,后来者,
753,灯,预订_研究_同时开启_关闭_所谓_不会_入住_不舒服_住_都串联_就是_很受气_超_不值得_绝对浪费_就是_只有_实在是_才知道_极端差_再住_
356,早餐,白色_长期没有_简直是_都是_恐怖_长_用_已经发_
487,路,不是_很方便_
808,屋,顶漏_要_过长_等待_去_太慢_
526,手,起码能_有_还有_吃_递交_让_热_饱_错有_
901,黑,
454,工作,脏_怕怕_下次来_总结_出来_不住_了_乱_差_
693,中心,星级_反馈_整洁_还送_还是做_星级_有_也是_感觉_将一如既往_中归_训练有素_挺温馨_欢迎_就是_入住_来_感觉_再次下榻_不大_保持_新_赞_是_日常_推出_应该_顺利_还是_决定_促销_说_看_很快_登记_出_想_衷心祝_不错_再来_顺利_感谢_非常干净_不错_听_搞_绝对是_但是感觉_
487,饭店,
868,天下,并出示_告知_是_借伞_要_
564,下机,来接_找_托_没找到_
255,开门,也会_住_排_只能_预订_难道携程_不来_就看到_再踏入_很划_不要_说_不会_太低_
200,旅行团,入住_频繁_
956,醛,赶上_有_好像没_回来_退房_有_吃_会_稍好_健康_过高_砍价_补充_是_要_再次被_开门_留下_点评_入住_差点被_吃_严重影响_刚住完_雷到.换_不会_熏倒_刚开门_
242,前台,还臭_到_洗_所谓_违章_成_一看_在叫_用_买_登记_到_是_是_只能_是_后续改建_直呼其名_只有_应该_甚至可能_住_是_很小_说_
530,窗户,冷_就够_冷_大_
481,大厅,早餐难吃_很小_感觉_
194,水,把_整个脱落_一碰_便会_总控制_没有_
324,电话,订_豪华_还是_一看_豪华_到_还放_一样_开阔_位_
79,价钱,
651,手续,没有_竟然告诉_总共预定_只有_没有打扫_
368,老鼠,正在肯_对视_带去_小_才跑_
652,马桶,很脏_
746,时间,酒店安排_送到_
781,楼,说_不好_顶_一样_清楚_
435,酒店,帮忙_改建_不满意_背_更没有_非常简陋_休息_就是_招待_也没有_关键是_无障碍_不敢_开_
45,晚报,都铺好_
834,交涉,要_不是_检查_下次入住_住_没有赔款_把_敢_十分之不爽_进去_
133,麻烦,是_高级_是_至今困扰_订_
436,设备,再去_再选此_太差_不会_没安装_有_
369,桌椅,总_感觉_扫地_串门_旧_碰到_类似_忍_是_蛮横拒绝_能_错_破烂_反而出口_用_只住_提出_上来_想想_有_伤_发现_更让_换_就涌_让_下来_把_去_打折_交涉_总_不堪_完全是_出门_住_气愤_根香烧_
19,念头,吃_完_
351,位置,不太好_太好_
458,饭店,比较方便_也无所_
115,称号,是_相差_没有_灰色_再住_有_是_住_不会_很浓_是_很脏_好远_
349,品种,很好_不错_
973,服务,只有_没有进行_预定_告诉_预定_
921,国际,房没_被_告知_到达_大_只剩下_订_
16,乐园,居然是_享受_不知道_太乱_穿_特别_演艺场_在_不如_星级_到处是_走动_不像_星级_
838,人,能_画_是否_不知道_
89,清水,
314,原处,不消毒_毫无_离去_问_
388,房间,不停_怪怪_发出_不是_挂_
562,星级,可以_接受_应该_还有_
279,环境,还是不错_
921,时候,只剩下_被_告知_订_房没_
175,体育,还得_
549,伞,
420,阳台,有_很大_小_洗_还有_也有_
660,价格,基本到位_稍显简陋_但值得_
362,黟县,算是_只能_将就_最好_住_想_
98,房626,砍价_不会_吃_赶上_留下_稍好_要_刚住完_点评_退房_吃_会_有_有_好像没_补充_
83,设施,不好_一样_而喧闹_小_服务_如前_好_早餐一般.补_新_位于_全包括_但是临_齐_没有_好_充点评_适中_
98,总台,吃_赶上_补充_点评_会_砍价_吃_好像没_留下_要_不会_刚住完_
765,窗坏,住_订_唯一_连忙把_就是_乱叫_晚_大_代售_是_给退_带到_把_听_介绍_
881,床,不敢_出现_不对劲_没_躺_换房_再叫_再会_凹_下去_发现_是_
666,远处,不掉_被_中年_都没有_不是_合适_但是睡_刚进入_有_有_无果_起来_换_很平_看_不大_不合适_这样_跑味_还凑活_较重_白_才是_强_不知道_不满_所谓_小_叫_洁净_打开_还是要_还算_答应_很一般_竟然告知_但是有_褥_退房_个别_提出_推诿_
796,门,卖_都有_小_不知道_就是_下来_根本没有_分别停_小小_起_让_提供_销售_住_最大_打车_可加入_还是_上下客_排开_也置之不理_全站_实在是_不清楚_维持_经常是_排队_没有设置_随处可_说_将销售_后到_怂恿_进来_先后顺序_先来_见_都可以_究竟是_停_一样_也是_销售_是_
796,大门,更可怕_怪异_关上_皂泡_很明显_只是拉开_是_是_是_都知道_相信_洗手_等级_不是_但是感觉_，_倒是_斑驳_架_洗澡_不算_显示_稍微有_住_怀疑_上去_可疑_晦涩_让_放_不堪_隐隐发黑_又干_清清楚楚_曾经淹_不详_脚线_是_没有清洗_无从考究_是_装_至少是_
547,电梯,评价_非常慢_只是大扫除_
824,客人,是_既可以_大_不是_家用_用_开_用_也可以_烧_直接_各取所需_很足_提供_喝_
366,设施,做_不好_是_应该_都有_应该_很大_较全_也有_
651,店,叫_是_
190,位置,先去_开_回_还算不错_看看_不夸张_玩_如家_坐_很慢_才40迈_始发_出去_挺多_结果那车_最高_
78,房屋,入_清晰_交谈_听到_太差_就能_说话_
581,店,
318,乐园,比较满意_一样_比较好_
787,服务,还是不错_
223,卫生间,直接饮用_有_可以_
906,茶,
998,F出口,花_到_就望_没有_出来_所以找_
454,上海,乱_不住_搞_总结_脏_好像没有_出来_了_下次来_差_怕怕_
791,卫生间,打开_要_有_小于_不能_小心露光_
597,饭菜,让_到_行行_非常感动_给予_选择_要_入住_返程_询问_并叮嘱_不至_异地_有_到_还帮_买_还将_只要到_好转_多注意_回去_送上_身处_一定要_关心_感觉_还接到_临_
656,家中,有_最后中断_
348,客人,是_很高_
257,游泳池,太小_是_１００元_去_要_来_多要_没_免费长途_肯定_是_理论_去_
770,车,过）_
759,饭店,
904,客房,比较舒适_反馈_再次下榻_欢迎_预订_感谢_衷心祝_星级_顺利_将一如既往_比较满意_保持_
19,蛋,完_吃_
483,网速,经常断_打_很慢_有_就是_还有_问_不要_肯定会_足疗_会_要_收到_
693,价,将一如既往_整洁_想_很快_保持_顺利_还是_说_衷心祝_挺温馨_似_就到_不错_出_听_星级_来_再来_赞_就是_绝对是_但是感觉_还送_非常干净_还是做_也是_搞_感觉_决定_有_入住_感谢_训练有素_欢迎_星级_中归_应该_不大_看_感觉_促销_是_反馈_新_登记_再次下榻_顺利_不错_推出_日常_
369,楼,错_上来_只住_打折_总_总_交涉_让_能_就涌_蛮横拒绝_伤_气愤_忍_反而出口_有_破烂_下来_碰到_换_旧_去_是_类似_根香烧_入住_发现_用_想想_感觉_不堪_出门_住_扫地_极差_把_更让_提出_完全是_串门_发现_
791,污迹,令_小_不舒服_
941,心情,破坏_价廉物美_是_就被_没_
597,时行,异地_还接到_选择_到_并叮嘱_行行_询问_让_只要到_入住_多注意_回去_买_感觉_送上_还将_到_临_关心_一定要_非常感动_还帮_身处_
982,街,有_非常佳_去_不会_是_新开_大_喜欢_听_差_再差_临_不能_爱_做_比比皆是_
577,江景,很好_轻轨_很近_
983,质问,是_后来有_这么晚_男_问_问_不是_才下来_而且被_不好_又问_不知_还叼_很臭_
718,五星,
350,浴缸,
564,加强,
924,娱乐,就是_很方便_大_美美_就是_
97,竞争力,
713,房间,还是_不局促_加长型_够_宽敞_
702,中国,要_醒目_好_不像_具_是_是_说_感觉_特意把_才送_这么小气_打扫_放在_不用_起来_三星级_用_也不至于_
32,宾馆,寒冷_也算_度过_是_已经停用_就退房_是_原本预定_相当好_住_优惠_竟然停用_求证_才知道_
835,张家界,横乱_不熟_住_也是_凑合_
438,设施,来_所以感觉_很小_还是_很值_还是_新_健康_不是_坏_比较陈旧_一般_
2,原因,就会_下来_
222,风道,太大_才得以_强烈要求_安睡_答应_更换_
669,状况,比较硬_天天舒服_感觉_不错_
1000,交通,比较干静_还说_过去_宽敞_
820,风景,很好_
630,大堂,改_大_应_来_进入_不言而喻_完全翻新_恶_一圆_大_算_完全没有_粗_感觉_有_爬到_被_老_是_最要命_勉强能_
229,半夜,不敢_死_热_洗澡_变_
703,机关,
466,风景,肯定会_这样_大_冷_然后换到_推开_订_窗看_很美_强烈要求_不知道_突然不制_是否_都是_到底_有时会_还会_再去_换_
2,空调,如何使用_入住_入住_安排_为_相关_度升_以为_被_翻阅_入住_服务_是_大概是_入住_有_未发现_
109,政府,不懂_小_又破_什么叫_国营_
666,房间,不是_老式_老式_很新_
770,蒋,下来_传承_没别_
982,时间,爱_听_是_临_喜欢_去_做_不会_非常佳_
360,优点,突然没有_比较先进_就是_会_
376,外,不错_非常舒服_就是_送_也不错_就能_就是_自助_
22,不临街,安静_不要_不知道_传给_没有把_有_给_是_
261,宾馆,住_差远_还贵_不会_
714,大厦,应该_是_最好_
998,楼,挡住_
998,展会,所以豪华_真是_不错_很划算_都住满_可以_看到_升级_免费给_
824,意料,这么高_没想到_有_
763,位置,很不错_
978,异味,将_洗脸_不通_就是_予以_后告知_予以_口头道歉_开始_仅仅报以_弄_是_表示_司_局部装修_无从投诉_极力要求_不满_好尴尬_正在剃须_答应_
705,天,害_如此_及时改进_入_贬_说_是_最重要_以后入住_依然看_也体现_交_及时道歉_看到_不能_到_薄弱_让_难体现_升级_找_出来_仍然希望_保安带路_体现_那么麻烦_有_确实感到_带_点评_不到_积极发现_觉得_难能_只有_一听_后来觉得_真实_好_要_入住_集中_有_不想_不足_可贵_正好下_能_道歉_就反映_跑来_也影响_不应该_免_怎样过分_安排_找_是_考虑_还会_起来_住_回_不见_不觉得_
612,缺点,不方便_出门_就一般_需要_前台_就是_
863,房间,是_
58,黄山,住_也是_没有看到_肯定会_再来_
51,早饭,还可以_为主_
358,星,住客_就要_小_不得_接受_发霉_
727,道歉,
116,餐厅,感觉_不好_看到_综合_上当_开_
960,文革,
542,概括,就是_
358,大小,收费_强_结账_有_多小_才满意_到_蹲_感觉_不是_回答_没有_预订_没有_很负_问_说_否则入住_太小_又能_要_不知道_说_很宽容_据理力争_还问_上_就走_是_是_问_还要堆_也是_更小_真舒服_收费_不是_结果住_看_真的有_是_看_可以_不见_多小_就算_完全可以_最普通_不见_满意_让_多差_放_
705,管理层,考虑_有_点评_能_贬_入住_及时改进_如此_仍然希望_要_看到_那么麻烦_确实感到_积极发现_还会_有_道歉_后来觉得_不足_体现_免_难能_可贵_真实_也影响_以后入住_让_不想_
672,地方,酒店_不是_直接去_
875,人家,干净_没洗_煲_黑黑_就拆_出来_不着_还有_还是_睡_连倒_都有_有_
55,羽绒,特价_有_接手_不值_不接_平时价_那么舒服_大_还行_背_看_不计较_很有_还是_
804,上面,爬_
169,携程,很快_后来细致_深感_入微_积极_得到_
52,蚊子,有_快疯掉_大_问_有_大_真的要_洗脚_吵_改进_
753,客服,才承认_携程_修改_反映_不负_并有_原_收费_同意_一再确认_是_处理_
475,里面,都是_
141,飞蛾,扑杀_在不停_入睡_费_才能_飞_
150,交通,都不错_再来_也可以_还会_
383,苏州,就推荐_离_想想_让_
16,待遇,
550,大床,不错_好_
752,饭店,真是_兜_是_淋_想_吃_都冷掉_洗_是_小_至少开业_不想_也有_找_不到_到_不敢_硬梆梆_看_吃_很冷_又放_也旧_含_差到_都是_吃_会_只是用_不晚_拿_都不足_不是_开业_差_喝粥_不时有_起_蔓延_不运营_蟋蟀叫_独立_更是_又冷_只能_回去_没有_用_只有_拉_
318,账册,简单看_建立_A_需要_出_设置_操作_略懂_有点担心_不来_发现_都要_打印_
829,冰箱,真是_送餐_五星级_会_是_要求_故意让_住_叫_还有_靠_长途打回_吐_出来_最让_用_在装修_竟让_是_没有_总感觉_再换_难忘_不知_道铺_巨大_难受_影响_有_在克制_
759,地图,相应介绍_出游_帮_都标志_美好_自出_游玩_有名_要_把_节省_也增添_给_出来_
61,价格,无_更便宜_
324,书,
214,左,是_很差_大型_
739,灯,亮_取煎_到_抢_不引导_排队_就得手_不得了_下手_也没_
852,套间,给_没有找到_看看_刚进去_
194,门外,听到_都可以_把_没有_整个脱落_一碰_便会_没有_总控制_
706,信号,定_补充_不低_就是_评_最多_一般般_一会没有_最差_是_
799,索引,reserved_说明_诚聘英_Copyright_才代理_联系_
603,酒店,有_很浓_非常差_
428,局,不知_给_
545,酒店,好找_没看到_长_很安静_才找到_转_1600弄_
953,Check,不含_很长_订房_让_透_感觉_办离_有_没碰_不会_不会_说_很费劲_订_新烧_抽烟_感觉_非说_不舒服_去_但结账_糟_发誓_真是让_in_
227,声音,都好_有点大_
993,标准,含_
415,档,方便_
953,人,去_非说_但结账_糟_订_真是让_透_不含_感觉_不舒服_感觉_不会_订房_
546,地方,进来_住_走_吃_就退房_没到_是_
705,电话,带_有_依然看_难体现_就反映_点评_难能_入住_考虑_出来_才开到_能_安排_如此_不到_薄弱_贬_仔细辨认_确实感到_不觉得_咨询_及时改进_一听_以后入住_只有_不能_回_是_好_最重要_绕错_害_入_有_找_那么麻烦_也体现_不想_不足_正好下_升级_及时道歉_体现_也影响_觉得_真实_道歉_是_找_让_还会_还是_起来_集中_看到_保安带路_交_后来觉得_怎样过分_仍然希望_不应该_说_到_跑来_不见_可贵_要_住_积极发现_免_让_
900,酒店,巾洁_服务_白_较一般_但被_
242,建筑,是_用_买_洗_很小_
322,客房,主动来_询问_挺好_期待_装修_很热情_征求_说_要_很丰盛_很听_包含_
791,塑料,要_小心露光_小于_
846,抽查,会_极大_是_携程_类似_提供_
190,电话,来_说_看看_气死_要_是_拿_说_是_来_打_这样_结果过_很好_过会_信号_是_说_想_叫_这样骗_告诉_就算_才能_来_又改口_同行_
789,西式,加料_很喜欢_还可以_
78,心情,太差_吃_下去_不行_像是_不行_感觉_不是_
86,衣服,到_开_不会_住_都要_走_以便能_不能_进去_不会_大_说_很大声_竟说IT人_休息_结_还有_最夸张_开窗_还有_太夸张_是_只想_算有_拿_送_才了解_要_遗留_完_不想_以后是_找人_全是_洗_铺块_洗_不要_一定要_慢_也散_淋浴没有_再去_还怕_做_太失望_难打开_简直是_查_不去_就是_都是_困难_说_有_
250,服务,很好_
652,态度,还总_不好_
687,服务,使用_预定_很人性化.呵呵_碰到_不能_没有提到_撒_
846,德清,要_
301,空调,因此感冒_关掉_非常一般_极冷_再去_不灵_睡_不会_只能_调节_
862,流水,将开始_慢_比较差_进行_非常重视_提出_很吵_反馈_非常感谢_真的是_直言批评_并决定_召开_全面_不值_
342,装饰,很诚恳_订_叫_吝啬于_几乎没_让_能够_能够_再见_很大_相比_可能_明确_也是_吃_去_未收到_寒碜_类似_值得_out_旧_携程_再见_矩_有_不过要_超过_最差_类似_联系_过_出_订_吹毛求疵_啥吃_好_给予_吃_似乎有_说_可以_帮_显得_比较深_
141,大堂,做_不好_
507,愣脑,是_出来_看_热心_完全可以_
404,房间,安排_应该_严格审查_携程_希望_会_最差_给_
262,人,接_
172,窗,男前_办理_是_不理会_
30,北京,吐_是_叫_住_最让_出来_在克制_会_送餐_难忘_
397,早点,可能_是_要求_过高_
81,装修,不舒服_开_稍微好_很浓_进去_开窗_
808,装修,太慢_去_较差_顶漏_要_过长_等待_
91,国内,无法容忍_就能_折_摆平_绝对是_简单_打_不是_
960,破洞,
30,们,影响_难忘_用_叫_有_没有_住_要求_竟让_不制_难受_是_在克制_故意让_送餐_在装修_是_靠_别提多_五星级_会_最让_总感觉_道铺_真是_长途打回_一直敞着_吐_出来_脏乱_还有_再换_巨大_不知_
304,高度,太低_算_弯腰_要_美中不足_
148,合理,不到_仓促_而订_
805,周围,吃饭_少_
353,龙游,去_可以_核实_是_大_小_不如龙游_住_
973,登记,告诉_预定_只有_没有进行_预定_
727,电话机,很脏_
48,设施,临_可以_入住_比较旧_还是秉持_较高_有_
420,行李,也有_洗_很大_有_还有_小_
218,行政,
713,土,
629,房间,不好_带_是_露在_
651,工作,
186,马路,安静_还算_
753,时间,难受_很滑_预订_难以忍受_不值得_很别扭_研究_再住_都能_间外使用_住_就是_才知道_睡_实在是_起来_太软_更是_是_竟然没_不会_睡_有_勿住_关闭_都串联_全部弄_有_行政_正对_很受气_所谓_洗脸_不舒服_被_只有_太高_只有_没有悬挂_单隔_就是_忍受_同时开启_极端差_更让_很高_全身痛_难免有_乱七八糟_绝对浪费_超_而是_垫_睡_入住_
345,选择,
945,关系,没有_只有_
237,一般,
267,面积,没有达到_
651,东西,是_办理_叫_
369,态度,根香烧_错_
551,房间,贵_比较简陋_
886,摆设,
666,树林,打开_叫_还凑活_但是有_但是睡_所谓_不知道_不满_很一般_洁净_竟然告知_不大_有_被_不掉_个别_起来_中年_不合适_还是要_推诿_褥_小_很平_都没有_跑味_无果_刚进入_答应_换_提出_退房_才是_看_不是_还算_较重_合适_强_白_这样_有_
697,季节,全面升级_会_不一样_全新_更好_新_最大_进行_连锁_希望_进行_霉暗晦涩_让_再次入住_有_是_提供_为_舒适干净_更名_所以感觉_赢得_做_会_
141,地毯,非常肮脏_令_怀疑_产生_
161,人,可以_选择_
186,门童,仔细介绍_靠近_下班_良好_还算_安静_是_该_难叫到_怎么乘车_都经过_到_选_接待_
512,门,打_住_很慢_再去_管_不会_没_进去_要_
884,服务,不错_
317,黄金,
595,环境,推荐_自带_吃饭_不错_不放便_紧邻_太差_
564,苹果,小_
726,眼,很不错_感觉_
564,电话,申明_需要_找_接机_托_来接_没找到_
640,水管,不负_不在_找_个个装_推说_忘_严重鄙视_住_傻_未果_折磨_说_是_干涉_补充_
