Serial,Aspect,Opinion(List)
744,酒店,就是_不见_登记_竟然是_洗澡_不住_没热水_到_准备_不在_穿_没有_只得_入住_没有热水_坏_要_到_极其恶劣_打_明知道_没有_一次性_发现_说_质问_预先告知_就退房_
745,饭店,说_还敢_给_代_该_不知_新_都是_是_旧_携程_好好把_换过_是_
746,拱北,开始_有_了解_太小_送到_很大_豪华_酒店安排_有_充足_可以_到达_预定_出发_要_步行_吃_不错_多够_到_没有到_很方便_改住_有_
747,学校,比较高档_打_读书_不错_挺舒服_曾经带_去_是_
748,垃圾,打_最少有_是_还有_开业_残旧不堪_
749,卫生间,特别小_
750,酒店,有_不满意_
751,卫生间,算大_出租车费_吗离_不错_
752,酒店,回去_都不足_都是_想_只是用_开业_是_含_没有_又放_不晚_是_硬梆梆_吃_兜_只有_不敢_喝粥_吃_到_看_洗_不运营_蔓延_差到_又冷_找_都冷掉_拉_用_不想_小_蟋蟀叫_只能_更是_不到_独立_淋_最糟_至少开业_也有_太差_不是_差_起_不时有_很冷_真是_会_拿_没有_是_也旧_吃_
753,预订,看_
754,标间,干净_感觉_不好_不好_不台_
755,四星,远_才代理_免费注册_诚聘英_不知_缺_到_不提供_有_不提_无法打_免费_说明_不提供_符合_服务_瓶装_瓶装_
756,外观,还干净_另外收_小_
757,人,还满意_感觉_
758,酒店,稍显陈旧_是_略显_吃_较多_很好_但明档_整洁_不到_
759,酒店,让_赠送_拉肚子_不好_发现_是_慰问_入住_前来_正担心_有_
760,卫生间,干净_很脏_还算_不干净_
761,地理,就是_太差_
762,酒店,号称_不大_经常要_落成_非常差_最好_不齐全_是_不干净_新建_就大失所望_提供_很小_非常迟钝_一进去_无线_断_不推荐_也选择_说_
763,设施,很不错_不算_挺温馨_新_
764,环境,感到_十分棒_住_特别安全_
765,标间,很挫_给退_就是_介绍_把_听_晚_住_纱_代售_是_唯一_带到_乱叫_连忙把_有_大_订_住_是_
766,酒店,
767,价格,贵_住_
768,携粉们,还是说_细说_称_差_真没_不上_是_
769,酒店,配_不上_
770,群众,不知道_迅速_服务_可能_是_是_确实奇差_有些暴发户_雪亮_
771,酒店,大床_不见_减少_老臭_这么小_出来_开_就被_没有住_熏_一进_
772,设施,比较旧_
773,服务,有_混_全是_不好_太黑_免费_开_
774,差差差,大_太差_有_几乎等于_有_太差_极差_
775,酒店,以后有_还住_给_帮_洗_有_再来_住_有_还有_要_免费帮_大_送_想_洗_象_真的不错_
776,大堂,达标_可以_没找到_
777,方面,值_太高_还可以_都一般_
778,酒店,比较偏_吃饭_服务_没有_还不错_就是_
779,早餐,
780,星,不能_要_带_使用_注意_
781,北京,也喜欢_是_住_最差_不下_住_住_再到_亮马_建国_
782,服务员,说_登记_见_用_说_消费_说_再用_只能_可以_事实上证明_不可以_很大_见到_问_才用_是_并没有坏_消费_用_就把_退房_收到_不能_是_用_有_消费_理论_很旧_用_之前是_要_作_那么强硬_为什么会_不做_女_有_消费_消费_赶_就帮_可_不可以_一直觉得_说_坏_说_消费_就坏_但建议_男_不可以_用_坐_入住_反口说_说_反问_可以_
783,长春,门坏_不好_很失望_但是入住_还算不错_之后感觉_感觉_查阅_陈旧_空调_
784,客房,还不错_非常好_还行_只是停车_就差_太好_属于_考虑_还不错_不方便_还会_入住_
785,携程,到_居然有_也表示_怀疑_充满_自称_再住_不会_敲门_又小_又脏_
786,常理,住_最好_错_最差_应该_是_是_
787,火车站,较远_不利于_还是不错_
788,工号,没有_帮助_再次光临_支持_下次有_及时告知_妥善解决_担保_会_携程_
789,无锡,很近_
790,隔壁,都听_
791,重点,住_星级_得知_推荐_
792,酒店,很好_
793,客户,好像是_说_开_就近住_
794,携程,并不高_
795,房间,是_不到_入住_已经没有_不知道_再考虑_不真实_挂靠_却被_不会_是_到达_没有_却反馈_明明是_预订_不要_反馈_没有_告知_做_怎么管理_给_却搞出_
796,五星,洗澡_一看_是_开始_无从考究_是_晦涩_用来_曾经淹_清清楚楚_是_等级_起_形容_白_干净_皂泡_不详_斑驳_放_显示_稍微有_打_，_低_关上_都知道_倒是_用_可以_感觉_不算_是_可疑_隐隐发黑_给_好听_怪异_住_惨不忍睹_像是_整齐_蚂蚁窝_很明显_洗手_至少是_不堪_出现_相信_不行_是_让_不是_上去_至少用_看_怀疑_只是拉开_垫狗屋_更可怕_但是感觉_起来_装_没有清洗_又干_铺设_脚线_就是_架_小_
797,酒店,一般_严重_就是_严重上当_豪华_不副实_所谓_就是_多出_陈旧_
798,位置,不错_比较大_
799,公司,较近_所以选择_接近_很有_普通_
800,酒店,特方便_
801,房间,挺舒适_都不错_整体_
802,房间,较大_星级_比较宽敞_
803,酒店,直接去_不错_有点旧_比较小_可以_游泳_
804,设施,不是_一般_招待_就是_
805,房间,高_挺干_小_净_没有_高级_有_算是_就是_
806,信号,定_一会没有_不低_一般般_是_最差_
807,总体,感觉_不到_根本达_
808,怪味,去_太慢_新_较差_要_顶漏_过长_换_等待_
809,酒店,就说_也带_提出_反馈_宝贵_不舍得_星级_是_尊敬_是_试想_竟然说_是_不开_不享受_就可以_没有达到_提醒_意识_早知道_查房_还高兴_优惠_付360_早餐优惠_感谢_不会_开放_再想起_服务_没有查房_应该_一走_选择_别看_不包括_入住_别说_开_是_是_走_写_估计_这么热_差_正规_开好_
810,酒店,比较舒服_还不错_不大_
811,感觉,就是_很到位_也面带微笑_
812,九寨沟,感觉_觉得_住_去_很好_差_
813,房,也有_很新_一样_很漂亮_还有_小_洗_有_大_专门_很大_有_
814,房间,很敞亮_只是洗澡_很干净_很大_小_没有_有_
815,门面,太小_不熟悉_也小_有待_
816,电话,不清_到_不知道_说_标志性_让_总算说_转礼_不熟悉_也分_有_问_
817,装修,不到位_所以慎重_新_需要_不符合_以下_来得及解决_还是_提出_都超过_太高_太低_住_用_新开业_新_可能_换_尤其是_入住_不好_淋浴_经常要_有_
818,酒店,就是_未_很简陋_一般_陈旧_
819,酒店,没有_住_蚊香_太差_很脏_要_还是_有_很旧然_真是_非常大_告知_漏_
820,酒店,坐_有_到_免费接机_冰镇_免费_喝_还有_
821,南京,就是_很无可挑剔_谈下_选去_但愿_更优惠_能_还是_很贵_还是_选来_
822,好评,决定_再体验_再让_不打算_决定_失望_住_再来_
823,深圳,
824,酒店,较远_住_都是_办事_尤以奇瑞_过来_不是_很方便_居多_过来_来_地处_
825,酒店,是_需要_预订_整体_不差_没有_特别注意_
826,交通,吵_还是_住_有_既是_相当便利_也是_
827,房间,听_总_是_定_使用_让_可以_结账_没有给_没有给_是_定_盖_很吵_失望_当闹_很重_很清楚_
828,区,有_最好_是_
829,行政,一直敞着_住_是_是_叫_长途打回_巨大_还有_有_吐_影响_故意让_竟让_用_五星级_在装修_再换_难忘_会_不知_总感觉_没有_道铺_靠_脏乱_送餐_别提多_不制_最让_要求_难受_在克制_真是_出来_
830,房间,有点像_很小_
831,服务,还不错_还可以_
832,装修,很干净_大床_很舒适_还不错_
833,服务,有_非常差_是_搬到_
834,酒店,很好_比较方便_去_
835,接线员,横乱_准_只是_也是_准_不熟_要_说_是_推介_看_住_凑合_
836,春节,不错_是_住_很方便_也不错_
837,晚,
838,客户,表示_就是_洗脸_有_局部装修_予以_后告知_开始_弄_无从投诉_将_有_仅仅报以_答应_极力要求_共入住_正在剃须_予以_司_是_不通_不满_口头道歉_是_好尴尬_
839,贵宾楼,最大_是_考虑_都铺好_送_筛选_很周到_
840,地理,佳_在_
841,酒店,基本达到_给_要_已经提到_是热_不错_比较满意_先前入住_说_不会_都是_还不错_只有_比较会_女_冲泡_就不错_基本没有_耍NB_能_原来是_是_比较简单_只提_是_给_已绝迹_服务_补充_需要_男_是_不满意_是_就是_住_还没有_让_笑_是_不属于_
842,餐厅,流连忘返_让_
843,价格,需要_有_注意_小_大有_
844,房间,走下坡_应该_要_重新装修_将会_
845,酒店,是_不到_入住_了_没有说明_就没_调换_定_给_说_调换_交涉_看来现实_再去_使_舒适_到达_住_好不容易找_给_需要_找_必然_是_又不对_办理_免费_才给_入住_板_来_认为_终于结束_是_太残酷_搭理_换_真是_不能_并说_出_住_开始_回回_调_
846,酒店,有_小_不到_只有_单上有_添加_不掉_不隔音_来_也吃_
847,床,送_先前_会_免费升级_有_差不多_介绍_免费_
848,曙光,发现_最烦心_发现_是_入住_别墅间_很小_很潮湿_
849,工号,妥善解决_会_携程_担保_下次有_帮助_及时告知_没有_再次光临_支持_
850,地段,下水_没有_住时_良性发展_专业_希望_到_没有_还会_相当不错_出_特提醒_可能_这牵涉_职业_考虑_服务_有_不够_总_再住_不小于_可能_整夜发出_报修_使_影响_会_得到_
851,服务,很好_
852,服务员,回_成心坑_收拾_离开_准备_问_说_吃饭_
853,标准,好_居然热水_后来叫来_折腾_才弄_都上_不来_
854,老板,订_每次出差_到_都要_很满意_
855,门童,不专业_开门_拿_都要_到_下出租_没_是_不说_
856,国宾馆,还得_不方便_没有_靠近_就是_一般_不敢_太深_还有_走_深宅_老远_自驾_有_
857,朋友,入住_
858,房,不好_只有_过_有点像_非常小_住在_
859,环境,不愧是_不错_很给_
860,酒店,竟然说_敲错_无动于衷_投诉_去_会_砸门_是_有_疯_
861,无锡,看_住_不错_
862,态度,太差_全面_洗_并决定_实在是_召开_非常感谢_一洗澡_慢_比较差_进行_提出_非常重视_很吵_全是_全是_直言批评_不值_恶劣_真的是_将开始_反馈_
863,携程,不堪_已生_是_会_订到_这么污秽_
864,饭店,就是_小_偏贵_较新_不错_便利_有_
865,招牌,光顾_感觉_保持_欢迎_再次下榻_顺利_早餐涨价_反馈_衷心祝_星级_感谢_将一如既往_
866,床,半夜来_是_太小_还好床_淋_很怀疑_早_干净_够_处理_差_星级_堵塞_
867,朋友,吃_是_一起去_越来越差_让_再来_入住_不会_九点去_太失望_都没有_
868,酒店,宰_补充_借伞_再入住_住_是_是_生气_但服务_取消_是否要_被_住_不会_要_收半天_问_是_要求_没有_延住_是_已经过_说_价涨_要_说_像是_后来说_大_是_补_总之感觉_延误_还说_都好_携程_退_并出示_告知_也是_应该_点评_结果被_入住_预订_告知_令_
869,态度,没_充点评_安排_服务_不好_是_携程_说_就是_说话_没_不错_
870,酒店,入住_才得以_靠近_强烈要求_答应_太大_更换_还是给_安睡_
871,事情,住_还是_方便_
872,老,不好_
873,房间,入住_唯一_基本一致_服务_就是_比较令_用_查_相当不错_不知道_那么久_花_满意_
874,半天网,都上_答曰_坏_不去_问_
875,房间,还有_投诉_都有_不是_就拆_没洗_睡_干净_煲_是_不着_不知道_不到_没有_有_黑黑_还是_出来_以前有_找_连倒_
876,经历,没有打扫_去_相隔_入住_听_再差_并没有_才确认_爱_做_新开_没有入住_比比皆是_临_折腾_并没有_不能_喜欢_办理_有_一塌_大_再拿_非常客观_糊涂_付_差_不会_非常佳_说_是_
877,竞争力,比较安静_可怜_小_放_更换_没打折_都看_弄_估计_有_很一般_不清_一样_申请_
878,信号,一般般_是_定_最差_一会没有_不低_
879,携程,最烂_预定_遇到_
880,感觉,还可以_很安静_也好_
881,房间,充满_心想_很强烈_实在忍受_一下睡_不知_有_换_给_小_不住_是否_算_
882,房间,正逢_很干净_很舒适_很静_入住_不热闹_很安静_很贵但_超值_
883,房间,小_住_还会_很干净_
884,点评,纯粹是_拿_
885,事件,
886,房间,很陈旧_太大_预订_大_却没有_住_只能_
887,酒店,上_服务_亲自带_免费升级_很好_做_
888,山里,算是好_
889,酒店,可能_很好_一般_入住_下次有_不贵_不是_还会_
890,酒店,去_明孝_弯_特别推荐_很好_世外桃源_是_
891,浴盐,就破_打开_不是_最主要_是_伤_主要_要_不是_大_差_能_
892,总体,得到_可以_方便_一定_很好_有_
893,沙区,算是_很好_办事_只好选_
894,酒店,主要是_比较陈旧_只能_非常差_一般_算是_
895,提议,在B座_要_投诉_还有_入住_不要_可是有_听到_预定_是_预定_
896,房间,预定_不怎么样_留给_携程_
897,房间,到_等_靠_服务_陈旧_需要_居然说_上班_都休息_得_
898,服务,全是_混_有_不好_太黑_开_免费_
899,司星,预订_略显小_很好_值得_预定_已经是_豪华_非常不错_很好_
900,酒店,白_较一般_但被_巾洁_服务_
901,房间,接受_都听_可以_非常差_很大_得到_
902,南方,可_去_让_宾至如归_高_以为_有_娱乐_迎宾_询问_是_不好_接着推荐_这给_
903,店,极差_服务_为期_太差_非常后悔_太差_说_换_这样_给_值班_后悔_也要_是_不是_只能_写错_也是_排队_不情愿_不知道_不方便_
904,酒店,欢迎_比较舒适_保持_预订_感谢_反馈_比较满意_衷心祝_顺利_将一如既往_星级_再次下榻_
905,交通,但是干净_整洁_很方便_比较高_推荐_小_很有_
906,同事,出差_携程_订_选择_
907,前台,不错_会_推荐_有_合理_很快_很有_能_响应_
908,整体,住_推荐_感觉_是_还会_还不错_忘_
909,饭店,很一般_感觉_太好_
910,中山,睡觉_还可以_服务_很安静_都没有_还可以_
911,楼,很大_少_综合_介意_真的是_最差_是_来_之前看_体验_改成_说_唯一_开_是_说_没_不介意_不信_
912,服务,经常有_骚扰_比较差_
913,位置,合适_很不错_还定_下次有_这样_不错_比较干净_
914,服务,很温馨_也不错_很舒服_很舒服_很好_
915,高,周到_说_棒_忍不住改变_很齐备_处_没好_飞_进来_多_但中_多住_附属_唯一_离闹_没注意_远_就是_开_真是_没_
916,黑龙江,大_住_觉得_做_比较_都是_没_
917,评价,提_突然裤档_一下是_好少_值得_开_慢_帮_不知主楼_不收费_迅速拿去_感觉_住_好远_走_如何_确实不错_出门_是_补_急着要_来_不会_服务_体验_
918,酒店,住_升级_重新登记_去_讲_没有_来_还是_说_不是_要_不好_还不错_修好_修_说_找_响_来_不好_
919,服务,一般_
920,客户,比较好_比较方便_到_临近_比较满意_接送_一样_
921,武义,房没_被_大_回来_告知_说_订_只剩下_一下入住_到达_招温泉_新_
922,长寿路,于是订_没有_是_美化_最差劲_却是_办事_住_
923,房间,拿_让_很快_够大_还算_不提供_不错_说_就是_住_是_就有_服务_唯一_靠街_很干净_不能_就拿来_延后_很好_还有_自动_
924,扬子岛,美美_很好_就是_逛_很方便_吃饭_就是_大_
925,房间,不好_
926,酒店,不算是_最新_很不错_
927,酒店,比较有_很好_不错_
928,芙蓉,无可挑剔_入住_很大_都有_升级_有_丽庭_都实惠_该_
929,酒店,不想_下_都选择_住_节约_还可以_故意_有_遇到_感觉_回_是_不能_很麻烦_刷卡_
930,酒店,很不错_很好_
931,火车站,免费送_点餐可_打车_就到_是_起价_便是_有_至_长途_出_很近_营业_
932,餐厅,流连忘返_让_
933,黑龙江,都是_做_大_比较_没_住_觉得_
934,导游,订_能_给_订_拿到_说_太高_携程_
935,夜,
936,酒店,很好_也不错_而且包括_想_很干净_很周到_
937,酒店,给_误导_把_应该_携程_放在_被_算是_
938,友谊,新鲜_优美_服务_比较到位_还可_
939,临沂,比较合格_比较有_
940,海景,不错_属于_最好_
941,酒店,觉得_不错_都有_就订_看到_
942,春,给_显得_不值_很旧_有些脏_亲自入住_太贵_新_今后考虑_比较失望_很旧_很好_新开_有_
943,酒店,还逼_不满意_吵_
944,地点,唯一_比较麻烦_也是_竟然打_很方便_走路_就是_让_去_被_宰_太近_
945,家,正好有_入住_不是_相隔_吵_只有_睡_入住_太硬_有些陈旧_腰算背痛_反正是_到_没有_太好_更有_
946,吉林市,找到_最好_
947,酒店,订_网速不错_很好_重新装修_还有_去_还过_
948,酒店,方便_不错_
949,房间,刚入住_是_脏_
950,阁客,出去_居然早上_明明含_给_不肯_不知道_还是_买_大清早冒_有_可以_太差_选_
951,酒店,挺温馨_感觉_升_给_还不错_入住_
952,携程,换_一样_什么橱_不同_提出_有_不要_只能_提_坏_最小_多余_写明_没有_连放_订_说_订_免费_无法加床_见_均靠_见到_也没有_相同_是_实际入住_
953,房间,去_in_新烧_不好_糟_透_发誓_抽烟_主要是_还可以_太吵_感觉_非说_很长_让_不含_没碰_但结账_说_很费劲_好打车_订_办离_感觉_不舒服_订房_有_不会_不会_真是让_
954,价钱,不错_躲_新_确实是_
955,海口,不例外_特别便宜_
956,酒店,好像没_开门_过高_会_有_补充_再次被_回来_是_点评_吃_砍价_熏倒_吃_刚住完_不会_稍好_雷到.换_差点被_赶上_留下_入住_健康_退房_甲_有_要_刚开门_严重影响_
957,隔音,比较差_一清二楚_说话_
958,游泳池,不订_事先通知_不好_
959,大床房,有_出_SHOPPING_表扬_也漂亮_有_借_帮_很喜欢_问_看_可以_很好闻_入住_还有_靠_有_可以_很热情_不错_还是_要_还放_是_有_马上介绍_在经营_好逛_免费_挺美_顺便搞_大洋_买_登记_挑_有_免费_
960,当地,用_有点成旧_高挂_没有_实在找_有_感觉_下楼_找_发现_入住_不到_去_手试_只得_都知道_没有_于是想_挺高_联系_
961,酒店,不能_否则要_小休_比较小_注意_延迟_只能_加收_大约要_要_要_走_吃饭_去_不满意_淋浴水_是_
962,环境,很干净_不错_
963,服务,都可以_超过_说_延长_很差_说_退房_就要_加半_
964,标间,干净_感觉_不好_不台_不好_
965,门口,好_有_
966,酒店,很好_不错_优越_服务_
967,房间,又入住_不会_住_应该_挑选_没想到_非常差_预定_千万注意_还好_自助早餐_之前住_老装修_是_很好_
968,前台,不客气_没有_爱_受到_包括_不住_欠_服务_住_
969,北戴河,比较舒适_住_是_服务_比较正规_
970,酒店,太陈旧_在是_是_
971,服务,很差_
972,房间,
973,时间,预定_预定_进行_告诉_到_只有_没有进行_
974,骚,扰_让_不敢_评_都是_莫名其妙_恭维补充_出来_怎么平均_是_打_
975,酒店,热水_下_要_简陋_就是_洗澡_都是_洗_小_可怜_直接流出_小_
976,信号,定_是_补充_一般般_最多_评_不低_就是_最差_一会没有_
977,性价比,较高_又续订_住_比较满意_回来_
978,客户,后告知_答应_不通_表示_就是_好尴尬_共入住_司_极力要求_无从投诉_仅仅报以_是_正在剃须_予以_口头道歉_有_予以_洗脸_将_开始_局部装修_弄_不满_有_是_
979,酒店,特方便_
980,酒店,无星级_非常一般_都不如_新开_都不如_
981,事情,住_还是_方便_
982,经历,大_没有入住_爱_有_非常佳_临_并没有_喜欢_再差_折腾_办理_入住_去_做_不会_比比皆是_差_没有打扫_才确认_不能_一塌_付_听_非常客观_再拿_说_相隔_并没有_是_新开_糊涂_
983,海天,住_管坏_换_已经睡_很好_没有去_所以采光_很脏_不好_不是_太好_比较小_是_
984,周边,很静_比较小_看到_感觉_容易漏水_不方便_很远_不敢_开_怎么干净_很湿_有_怎么好_冷水_发霉_使_也有_连放冷水_不好_上当_淋_很方便_不远_出行_综合_逛_脏_变_喝_没敢_有_使用_
985,万豪,进入_找_问及_是_只是_害_长长_回答_不到_应该_不到_置若罔闻_入_还有_显得_光_异常冷清_不雅.太过分_几乎看_衣穿_也歇业_相当不错_说_只穿_找_冷_
986,宾馆,也便宜_这么差_好_所以说_真的想象_超豪华_不会_应该_真是_一直是_不是_看_到_发疯_实际是_调除_说_平遥_不怎么样_不制热_没住_会_挺大_很多_去_说_是_住_亲自来_让_是_不出_缩水_相信_是_不能_给_关_不符_都发_决定_掺水_发出_不去_解释_宣传_看_特别好_太适合_这么大_发疯_多开始_不上_就搬家_是_去_才能_都差_神奇_入住_开玩笑_简直会_关上_是_不是_不能_放_排场_搬_
987,破酒店,网慢_
988,酒店,很棒_就是_还是不错_收费_太符合_不愧是_上网_还要_提供_
989,酒店,不能_一般_去_到_上网_要_
990,客房,都脱漆_太黑_是_露天排档_说_不如_很过分_不好_叫_根本是_50元_一般_还是_也差_尤其要_极小_炒_太陈旧_还少_都不错_摇晃_很小_卖_要_
991,酒店,有_星级_撑_死_相当恶心_
992,网友,是_选择_还没有_不怎么样_
993,电话,到_预定_含_
994,房间,reserved_免费注册_联系_说明_才代理_诚聘英_很差_Copyright_
995,服务,旧_很有_拾到_很仔细_挺干净_还给_非常感激_包_想_
996,阁客,太差_不知道_出去_有_不肯_可以_选_还是_明明含_买_居然早上_大清早冒_给_
997,酒店,蛮有_服务_让_接机_扎进_不设防_租车_
998,兰轩,才选_都没_珀丽_
999,话,介绍_吃饭_要_单签_没收到_买_有_感觉_住_管_住_是_脏_等_怎么说_去_坏_台扯_糟糕_是_那么大_豪华_没有_首先是_还没_不知道_都是_打到_
1000,交通,还说_宽敞_过去_比较干静_
